Attitude,,,,Error,,,DError,,,Torque,,
0.5411441,0.5795013,0.5532706,0.2554077,-4.336761,5.342216,-2.584244,-7.073486,-5.697388,-0.3381958,-5.772458,-7.300053,0.4370773
0.5483997,0.5771613,0.5473396,0.2579964,-3.356567,5.897102,-2.493034,-7.841553,-4.439087,-0.7296753,-6.834582,-6.208218,0.01823503
0.555286,0.5739859,0.5419608,0.2616794,-2.302826,6.284241,-2.359764,-8.429932,-3.097107,-1.066162,-7.739084,-4.982379,-0.3582329
0.5616357,0.5700461,0.5372651,0.2663814,-1.199432,6.49604,-2.192528,-8.827148,-1.694397,-1.337891,-8.467319,-3.643209,-0.6801323
0.5672906,0.5654268,0.5333764,0.2719994,-0.07189941,6.528,-2.00013,-9.020264,-0.2556763,-1.539185,-8.998693,-2.214076,-0.9391456
0.5721058,0.5602291,0.5304069,0.2784009,1.052917,6.379089,-1.791595,-8.998535,1.191284,-1.668274,-9.31441,-0.7224427,-1.130795
0.5759552,0.5545698,0.5284514,0.2854245,2.147095,6.052231,-1.575607,-8.753418,2.614868,-1.727905,-9.397547,0.7991989,-1.255223
0.5787376,0.5485809,0.5275807,0.2928832,3.182678,5.554688,-1.35997,-8.284668,3.980347,-1.725098,-9.239471,2.313941,-1.317107
0.580381,0.5424059,0.5278361,0.300571,4.132446,4.898155,-1.151161,-7.598145,5.252258,-1.670471,-8.837878,3.782812,-1.325123
0.5808464,0.5361962,0.5292259,0.3082711,4.9711,4.098656,-0.9539719,-6.709229,6.395996,-1.577515,-8.200559,5.166399,-1.291323
0.580128,0.530107,0.5317241,0.3157653,5.676208,3.176071,-0.7713852,-5.640869,7.380676,-1.460693,-7.343732,6.427855,-1.229278
0.5782524,0.5242922,0.5352702,0.322843,6.228943,2.153572,-0.6047211,-4.421875,8.179993,-1.333313,-6.290558,7.533921,-1.151897
0.5752767,0.518901,0.5397722,0.3293092,6.614746,1.056938,-0.4538956,-3.086426,8.773071,-1.206604,-5.070849,8.45599,-1.070435
0.5712844,0.5140738,0.5451089,0.3349905,6.823578,-0.08621979,-0.317894,-1.670654,9.145264,-1.088013,-3.717728,9.171129,-0.9926445
0.5663829,0.5099385,0.5511349,0.3397403,6.850311,-1.247215,-0.1952362,-0.2138672,9.287964,-0.9812622,-2.268961,9.662128,-0.9226913
0.5606999,0.5066071,0.5576847,0.3434425,6.694611,-2.397026,-0.08459473,1.245605,9.198486,-0.8851318,-0.7627778,9.917594,-0.8597534
0.5543798,0.5041721,0.5645779,0.3460135,6.360931,-3.507095,0.0148468,2.669434,8.880554,-0.7955322,0.7611541,9.932683,-0.7999862
0.5475801,0.5027034,0.5716258,0.3474035,5.858429,-4.550049,0.1029434,4.02002,8.343628,-0.7047729,2.262491,9.708643,-0.735656
0.5404677,0.5022451,0.5786376,0.3475963,5.200409,-5.500374,0.1784439,5.26416,7.6026,-0.6040039,3.704037,9.252712,-0.6575371
0.5332143,0.5028144,0.5854262,0.3466071,4.403992,-6.33503,0.2389221,6.371338,6.677246,-0.4838257,5.05014,8.577755,-0.5555023
0.525993,0.5044003,0.5918149,0.3444805,3.489502,-7.033852,0.280899,7.315918,5.590576,-0.3358154,6.269067,7.700732,-0.4200851
0.5189745,0.5069648,0.5976421,0.3412859,2.479675,-7.57988,0.3001175,8.078613,4.368225,-0.1537476,7.334711,6.642189,-0.2437828
0.5123231,0.510444,0.6027654,0.3371139,1.399261,-7.959518,0.2919083,8.643311,3.037109,0.06567383,8.223532,5.424965,-0.02189866
0.5061954,0.5147512,0.6070634,0.3320715,0.2742004,-8.162537,0.2516556,9.000488,1.624146,0.3220215,8.918228,4.072906,0.2465248
0.5007377,0.5197793,0.6104369,0.3262792,-0.8685913,-8.182083,0.1752014,9.142334,0.1563721,0.6116333,9.402911,2.610997,0.5590729
0.4960858,0.5254035,0.6128087,0.3198681,-2.00174,-8.014702,0.05944824,9.065186,-1.33905,0.9260254,9.665708,1.06536,0.9081909
0.4923639,0.5314834,0.6141232,0.3129794,-3.097382,-7.660614,-0.0971756,8.765137,-2.832703,1.252991,9.694351,-0.5345182,1.282143
0.4896823,0.5378639,0.6143465,0.305765,-4.127502,-7.124146,-0.2941742,8.240967,-4.291748,1.575989,9.479218,-2.154504,1.664241
0.4881343,0.5443768,0.6134681,0.2983885,-5.064178,-6.414513,-0.5284042,7.493408,-5.677063,1.87384,9.012662,-3.752709,2.032362
0.4877904,0.5508432,0.6115032,0.291026,-5.880341,-5.5467,-0.7937317,6.529297,-6.942505,2.12262,8.293399,-5.278495,2.360739
0.4886895,0.5570773,0.6084968,0.2838645,-6.550903,-4.542229,-1.080795,5.364502,-8.035767,2.296509,7.329773,-6.673098,2.620747
0.4908311,0.5628948,0.604526,0.2770967,-7.054443,-3.429283,-1.377357,4.02832,-8.903564,2.372498,6.144653,-7.87478,2.785705
0.4941678,0.568123,0.5997008,0.2709122,-7.375122,-2.241821,-1.669159,2.56543,-9.499695,2.334412,4.777966,-8.827148,2.835159
0.4986048,0.5726128,0.5941593,0.2654858,-7.503937,-1.017563,-1.941345,1.030518,-9.794067,2.17749,3.281699,-9.488798,2.759894
0.5040048,0.5762476,0.5880597,0.2609667,-7.439545,0.2048798,-2.180138,-0.5151367,-9.779541,1.910339,1.716727,-9.841005,2.564381
0.5101993,0.5789486,0.5815699,0.2574717,-7.187622,1.388794,-2.374214,-2.015381,-9.471313,1.552612,0.1409059,-9.887952,2.264877
0.5170017,0.5806723,0.5748581,0.2550827,-6.759644,2.501526,-2.515701,-3.423828,-8.901855,1.131897,-1.395935,-9.652313,1.886607
0.5242183,0.5814067,0.568086,0.25385,-6.17099,3.515465,-2.600471,-4.709229,-8.111511,0.6781616,-2.857932,-9.166151,1.458303
0.531657,0.5811627,0.5614075,0.253796,-5.439789,4.408035,-2.627792,-5.849609,-7.140564,0.2185669,-4.217673,-8.462975,1.006905
0.5391304,0.5799692,0.5549685,0.2549198,-4.585724,5.161102,-2.599915,-6.83252,-6.024536,-0.2230225,-5.456802,-7.572867,0.5569519
0.5464571,0.5778686,0.5489092,0.2571987,-3.629639,5.760269,-2.5215,-7.648682,-4.793335,-0.6273193,-6.55979,-6.521416,0.1291306
0.5534613,0.5749156,0.5433658,0.2605883,-2.593719,6.19426,-2.399002,-8.287354,-3.471924,-0.9799805,-7.509238,-5.330202,-0.2602798
0.5599739,0.5711771,0.5384702,0.2650204,-1.501465,6.454674,-2.240234,-8.738037,-2.083313,-1.270142,-8.287598,-4.019715,-0.5980713
0.5658337,0.5667343,0.5343487,0.2703996,-0.3779297,6.536125,-2.053856,-8.988281,-0.6516113,-1.491028,-8.874903,-2.612449,-0.874871
0.5708917,0.5616838,0.5311172,0.2766016,0.7503662,6.4366,-1.848892,-9.026367,0.7962036,-1.639709,-9.251477,-1.134776,-1.085042
0.5750163,0.5561382,0.5288761,0.2834727,1.855743,6.15789,-1.63414,-8.843018,2.229675,-1.718018,-9.39974,0.3823081,-1.227776
0.5780986,0.5502255,0.5277032,0.2908323,2.910126,5.706047,-1.417755,-8.435059,3.614746,-1.731079,-9.308096,1.902932,-1.305753
0.5800583,0.5440865,0.5276484,0.2984787,3.885956,5.091568,-1.206573,-7.806641,4.915833,-1.689453,-8.972427,3.388362,-1.327481
0.5808473,0.5378709,0.5287293,0.3061971,4.757324,4.329315,-1.005882,-6.970947,6.098022,-1.60553,-8.398145,4.799228,-1.303765
0.5804507,0.5317333,0.5309291,0.3137689,5.500946,3.438194,-0.8191452,-5.948975,7.128967,-1.493896,-7.599258,6.097509,-1.248153
0.5788866,0.5258284,0.5341968,0.3209805,6.096924,2.440544,-0.6481323,-4.767822,7.981201,-1.368103,-6.5969,7.249038,-1.173663
0.5762039,0.5203072,0.5384485,0.327632,6.52951,1.361488,-0.493103,-3.460693,8.632446,-1.240234,-5.419547,8.224,-1.092304
0.5724794,0.5153126,0.5435706,0.3335434,6.787415,0.2282257,-0.3532181,-2.063232,9.066101,-1.11908,-4.099457,8.997633,-1.013114
0.5678143,0.5109765,0.5494241,0.3385604,6.864105,-0.9307632,-0.2271042,-0.6135254,9.271912,-1.008911,-2.672757,9.551141,-0.9407799
0.5623311,0.5074155,0.5558481,0.3425584,6.757996,-2.086494,-0.113327,0.848877,9.24585,-0.9102173,-1.178522,9.871798,-0.8762192
0.5561698,0.5047278,0.562666,0.3454447,6.472229,-3.21019,-0.01088715,2.286133,8.989563,-0.819519,0.3444641,9.95262,-0.8162529
0.5494849,0.5029896,0.5696907,0.3471604,6.014679,-4.274101,0.08036041,3.6604,8.511292,-0.7299805,1.855997,9.793522,-0.7540886
0.542441,0.5022524,0.5767312,0.3476801,5.397583,-5.252136,0.1594696,4.936768,7.82428,-0.6328735,3.317492,9.39992,-0.6807144
0.5352089,0.5025408,0.5835989,0.3470107,4.637115,-6.120522,0.2243423,6.08374,6.947083,-0.5189819,4.692605,8.783239,-0.5862846
0.5279619,0.5038516,0.5901138,0.3451892,3.752716,-6.858299,0.271759,7.075195,5.902222,-0.3793335,5.94938,7.959712,-0.4608612
0.5208714,0.5061538,0.5961097,0.3422785,2.766602,-7.447609,0.2976532,7.888916,4.714478,-0.2071533,7.058936,6.94876,-0.2964493
0.5141038,0.5093905,0.6014387,0.3383639,1.702942,-7.87394,0.2974396,8.509277,3.410645,0.001708984,7.998395,5.772826,-0.08752289
0.5078179,0.5134811,0.6059734,0.3335483,0.5874939,-8.126106,0.2664032,8.923584,2.017334,0.248291,8.747335,4.455166,0.1683701
0.5021629,0.5183235,0.6096088,0.3279487,-0.5531616,-8.196373,0.2002335,9.125244,0.5621338,0.5293579,9.291193,3.021046,0.4692879
0.4972776,0.5237979,0.6122614,0.3216935,-1.691711,-8.08033,0.09549713,9.108398,-0.9283447,0.8378906,9.615911,1.495754,0.8092415
0.4932894,0.5297679,0.6138699,0.3149211,-2.800415,-7.777153,-0.04987335,8.869629,-2.425415,1.162964,9.709753,-0.09226894,1.177926
0.4903128,0.5360823,0.6143944,0.3077803,-3.851257,-7.289978,-0.2359695,8.406738,-3.8974,1.48877,9.562116,-1.710406,1.55956
0.4884461,0.5425765,0.6138178,0.3004313,-4.816315,-6.626602,-0.4604416,7.720459,-5.307007,1.795776,9.165354,-3.319026,1.933909
0.4877667,0.5490741,0.6121479,0.2930467,-5.668152,-5.800323,-0.7180099,6.814697,-6.610229,2.060547,8.515142,-4.870132,2.27595
0.4883233,0.5553905,0.6094209,0.285811,-6.380951,-4.830818,-1.000191,5.702393,-7.756042,2.257446,7.616678,-6.306797,2.557503
0.4901267,0.5613402,0.6057052,0.278916,-6.93219,-3.744476,-1.295471,4.409912,-8.690735,2.362244,6.489569,-7.567392,2.750885
0.4931431,0.5667462,0.6011018,0.2725533,-7.30423,-2.573837,-1.590034,2.976318,-9.365112,2.356506,5.167587,-8.592961,2.833517
0.4972903,0.5714517,0.5957419,0.2669027,-7.486145,-1.355843,-1.869026,1.455322,-9.743958,2.231934,3.701166,-9.337205,2.792641
0.5024417,0.5753307,0.589779,0.2621216,-7.474487,-0.1291275,-2.118202,-0.09326172,-9.813721,1.993408,2.149085,-9.774982,2.628869
0.5084362,0.5782937,0.5833794,0.2583359,-7.273132,1.068787,-2.325462,-1.61084,-9.583313,1.658081,0.5711,-9.903949,2.35572
0.5150908,0.5802881,0.5767121,0.255637,-6.89209,2.204018,-2.481949,-3.04834,-9.081848,1.251892,-0.9807129,-9.743053,1.996477
0.522213,0.5812938,0.5699409,0.2540836,-6.345856,3.24752,-2.582481,-4.369873,-8.348022,0.8042603,-2.466116,-9.322279,1.579005
0.5296097,0.5813161,0.5632219,0.2537052,-5.651886,4.175385,-2.625443,-5.551758,-7.422913,0.343689,-3.856192,-8.675528,1.131322
0.5370919,0.5803794,0.556703,0.2545071,-4.829498,4.96833,-2.612343,-6.579102,-6.343567,-0.1047974,-5.130252,-7.834066,0.6789055
0.5444764,0.5785229,0.5505258,0.2564725,-3.899261,5.610977,-2.547218,-7.441895,-5.141174,-0.5209961,-6.272116,-6.824468,0.2431694
0.5515861,0.5757976,0.5448274,0.2595631,-2.882965,6.09124,-2.436104,-8.130371,-3.842102,-0.888916,-7.265481,-5.669474,-0.1580849
0.5582499,0.5722671,0.5397413,0.2637176,-1.803741,6.399933,-2.286461,-8.633789,-2.469543,-1.197144,-8.092667,-4.389524,-0.5112053
0.5643041,0.5680084,0.5353953,0.2688481,-0.6861877,6.53083,-2.106773,-8.94043,-1.04718,-1.4375,-8.734573,-3.006429,-0.805468
0.5695959,0.5631139,0.531909,0.2748385,0.443512,6.480927,-1.906006,-9.037598,0.399231,-1.60614,-9.170651,-1.545047,-1.034338
0.5739881,0.5576918,0.5293875,0.281543,1.557953,6.250938,-1.693115,-8.915527,1.839905,-1.703125,-9.382914,-0.03537679,-1.19519
0.5773652,0.5518661,0.5279155,0.288788,2.629089,5.845695,-1.476448,-8.569092,3.241943,-1.733337,-9.357819,1.488235,-1.290403
0.5796387,0.5457745,0.5275511,0.2963767,3.62912,5.27449,-1.26326,-8.000244,4.569641,-1.705505,-9.08898,2.987294,-1.326527
0.5807513,0.5395645,0.5283209,0.3040972,4.531555,4.551033,-1.059288,-7.219482,5.787659,-1.631775,-8.578949,4.422349,-1.313988
0.580679,0.53339,0.5302178,0.3117308,5.312317,3.693123,-0.8684998,-6.246094,6.863281,-1.526306,-7.839789,5.755344,-1.265756
0.5794311,0.5274061,0.5331999,0.3190617,5.9505,2.72226,-0.6931152,-5.105469,7.766907,-1.403076,-6.890619,6.950229,-1.195142
0.5770482,0.5217651,0.5371921,0.3258854,6.429169,1.662872,-0.5337677,-3.829346,8.475098,-1.27478,-5.758096,7.976236,-1.11465
0.5735998,0.5166126,0.5420886,0.3320159,6.735748,0.5416794,-0.3898849,-2.452637,8.969543,-1.151062,-4.473361,8.807039,-1.034096
0.5691808,0.5120839,0.5477569,0.3372916,6.862457,-0.6131439,-0.2601624,-1.013672,9.238586,-1.037781,-3.072409,9.422529,-0.9597321
0.5639083,0.5083,0.5540416,0.3415793,6.806274,-1.772644,-0.1431503,0.4494629,9.276001,-0.9360962,-1.59242,9.807795,-0.8931511
0.5579179,0.5053647,0.5607699,0.3447773,6.569122,-2.907921,-0.03768158,1.897217,9.082214,-0.84375,-0.07351995,9.954591,-0.8324455
0.5513604,0.5033602,0.5677569,0.3468175,6.157593,-3.990883,0.05666351,3.292236,8.663696,-0.7547607,1.444958,9.860961,-0.7717598
0.544398,0.5023452,0.5748121,0.3476654,5.582764,-4.994911,0.1392593,4.598633,8.032227,-0.6607666,2.923804,9.5307,-0.7025444
0.5372002,0.5023519,0.5817455,0.3473193,4.859741,-5.895546,0.2082977,5.78418,7.205078,-0.5523071,4.326257,8.973742,-0.6147965
0.5299401,0.5033845,0.5883743,0.3458081,4.007172,-6.671013,0.2608719,6.820557,6.203735,-0.4205933,5.618405,8.205039,-0.4988548
0.5227899,0.5054199,0.594528,0.3431882,3.0466,-7.302582,0.2930984,7.68457,5.052551,-0.2578125,6.77059,7.243326,-0.345742
0.5159177,0.5084077,0.6000533,0.3395391,2.001678,-7.774811,0.3005142,8.359375,3.777832,-0.05932617,7.758872,6.110275,-0.1494804
0.5094845,0.5122736,0.6048171,0.3349593,0.8977966,-8.07563,0.2783737,8.831055,2.406555,0.177124,8.561716,4.829245,0.0936119
0.5036424,0.5169212,0.6087081,0.3295623,-0.2386475,-8.196327,0.222229,9.091553,0.9655762,0.4491577,9.163147,3.424474,0.382489
0.498533,0.5222353,0.6116372,0.3234735,-1.380524,-8.131599,0.1283417,9.13501,-0.5178223,0.7510986,9.549167,1.921658,0.7125961
0.494287,0.5280839,0.6135368,0.3168285,-2.500183,-7.879593,-0.005767822,8.957275,-2.016052,1.072876,9.707331,0.3478258,1.074606
0.4910225,0.5343198,0.6143613,0.3097733,-3.569702,-7.442307,-0.180809,8.556152,-3.498291,1.40033,9.627063,-1.265599,1.454572
0.4888428,0.5407819,0.6140871,0.3024647,-4.561035,-6.826187,-0.3951416,7.930664,-4.928955,1.714661,9.298975,-2.881099,1.833203
0.4878316,0.5472966,0.6127147,0.2950721,-5.446564,-6.042915,-0.6443253,7.084229,-6.266174,1.993469,8.718198,-4.4533,2.186767
0.4880463,0.5536814,0.6102724,0.2877767,-6.199921,-5.110367,-0.9207611,6.026855,-7.460388,2.211487,7.886832,-5.927278,2.487715
0.4895091,0.55975,0.6068193,0.280769,-6.797485,-4.053085,-1.213737,4.780518,-8.458252,2.343811,6.819763,-7.242326,2.707932
0.4921988,0.5653219,0.6024477,0.2742415,-7.220093,-2.902054,-1.509956,3.380859,-9.208252,2.369751,5.546887,-8.337636,2.822738
0.4960465,0.5702336,0.5972809,0.2683788,-7.454865,-1.693222,-1.794678,1.878174,-9.670654,2.277771,4.114634,-9.162687,2.816174
0.5009371,0.57435,0.5914672,0.2633451,-7.496277,-0.4650803,-2.05336,0.3312988,-9.825134,2.069458,2.580182,-9.68561,2.685466
0.5067178,0.5775712,0.5851707,0.2592756,-7.346222,0.7443008,-2.273148,-1.200439,-9.675049,1.758301,1.003427,-9.898339,2.440245
0.5132102,0.5798346,0.5785603,0.2562712,-7.013214,1.899849,-2.444229,-2.664063,-9.244385,1.368652,-0.5600982,-9.81434,2.101921
0.5202234,0.5811122,0.5718018,0.2543994,-6.510681,2.971123,-2.560425,-4.020264,-8.57019,0.9295654,-2.067059,-9.461527,1.697693
0.5275638,0.5814027,0.5650534,0.253697,-5.855377,3.932823,-2.619156,-5.242432,-7.693604,0.4698486,-3.485818,-8.87345,1.255595
0.535041,0.5807258,0.5584652,0.2541757,-5.066254,4.764473,-2.621132,-6.312988,-6.653198,0.01580811,-4.793112,-8.082541,0.8021477
0.5424702,0.5791172,0.5521804,0.2558246,-4.163513,5.449715,-2.569763,-7.221924,-5.481934,-0.4109497,-5.97287,-7.116848,0.3599793
0.5496727,0.5766245,0.5463372,0.2586115,-3.168579,5.975578,-2.470581,-7.959473,-4.206909,-0.793457,-7.008899,-5.999583,-0.05228269
0.5564755,0.5733078,0.54107,0.2624815,-2.104248,6.332108,-2.330696,-8.514648,-2.852234,-1.11908,-7.883374,-4.751866,-0.4198707
